row_id,source_state_abbr,state,municipality,health_unit_name,address,phones_raw,cnes,antivenoms_raw,geocode_query,formatted_address,lat,lng,place_id,partial_match,location_type,geocode_status,final_status,repair_applied,repair_source,repair_outcome,review_status,review_reasons
AC_0001,AC,ACRE,Acrelândia,Unidade Mista de Saúde de Acrelândia,"Avenida Paraná, 346 – Centro",(68) 3235-1188,5701929,"Botrópico, Fonêutrico, Loxoscélico, Escorpiônico","Unidade Mista de Saúde de Acrelândia, Avenida Paraná, 346 – Centro, Acrelândia, ACRE, Brasil","Av. Paraná, 346 - centro, Acrelândia - AC, 69945-000, Brasil",-10.0818717,-67.0565355,ChIJVVV4vAVB1ZMRrCj3O-gRNd8,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AC_0004,AC,ACRE,Cruzeiro do Sul,Hospital Regional do Juruá,"Avenida 25 de Agosto, 5121 - Aeroporto Velho",(68) 3322-5516,5336171,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico","Hospital Regional do Juruá, Avenida 25 de Agosto, 5121 - Aeroporto Velho, Cruzeiro do Sul, ACRE, Brasil","Av. 25 de Agosto, 5121 - Aeroporto Velho, Cruzeiro do Sul - AC, 69895-000, Brasil",-7.5954959,-72.683104,ChIJTxCRApnSmZERTKsTslmiZho,false,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent
AC_0005,AC,ACRE,Feijó,Hospital Geral de Feijó,"Avenida Mal. Deodoro, s/n - Centro",(68) 99222-5074,2000636,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico","Hospital Geral de Feijó, Avenida Mal. Deodoro, s/n - Centro, Feijó, ACRE, Brasil","Av. Mal. Deodoro, s/n - centro, Feijó - AC, 69960-000, Brasil",-8.172503899999999,-70.3606215,ChIJSb88SY3NhJERFuXnOBJaZig,false,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent
AC_0010,AC,ACRE,Plácido de Castro,Hospital Dr. Manoel Marinho Monte,"Rua Epitácio Pessoa, 550 - Centro",(68) 3237-1821,2000997,"Botrópico, Fonêutrico, Loxoscélico, Escorpiônico","Hospital Dr. Manoel Marinho Monte, Rua Epitácio Pessoa, 550 - Centro, Plácido de Castro, ACRE, Brasil","69928-000 - R. José Ferreira Lima, 278-454 - Centro, Plácido de Castro - AC, 69928-000, Brasil",-10.3328825,-67.184598,ChIJ82DGFXRw1ZMRAoB7w8Xsg-4,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AC_0012,AC,ACRE,Rio Branco,HUERB - Hosp. de Urgência e Emergência de Rio Branco,"Avenida Nações Unidas, 700 - Bosque",(68) 3223-3080,2001578,"Botrópico, Laquético, Elapídico, Escorpiônico, Fonêutrico, Lonômico, Loxoscélico","HUERB - Hosp. de Urgência e Emergência de Rio Branco, Avenida Nações Unidas, 700 - Bosque, Rio Branco, ACRE, Brasil","Av. Nações Unidas, 700 - Bosque, Rio Branco - AC, 69900-478, Brasil",-9.9651374,-67.81443949999999,ChIJ6RIaWleMf5ERYg1Ldn-BZGM,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AC_0014,AC,ACRE,Sena Madureira,Hospital João Câncio Fernandes,"Rua Quintino Bocaiúva, 1054 - Centro",(68) 3612-2271,2000865,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico","Hospital João Câncio Fernandes, Rua Quintino Bocaiúva, 1054 - Centro, Sena Madureira, ACRE, Brasil","R. Quintino Bocaiúva, 1054 - Centro, Sena Madureira - AC, 69940-000, Brasil",-9.0672348,-68.6579612,ChIJldeVPChugZERbnpxPwdyejM,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AC_0016,AC,ACRE,Tarauacá,Hospital Dr. Sansão Gomes,"Avenida Avelino Leal, 1221 - Copacabana",(68) 99954-9484,2000121,"Botrópico, Fonêutrico, Loxoscélico, Escorpiônico","Hospital Dr. Sansão Gomes, Avenida Avelino Leal, 1221 - Copacabana, Tarauacá, ACRE, Brasil","Av. Avelino Leal, 2231, Tarauacá - AC, 69970-000, Brasil",-8.1484735,-70.78311870000002,ChIJt5c_5fMim5ERRsjdgfES8r4,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AC_0017,AC,ACRE,Xapuri,Hospital Epaminondas Jácome,"Rua 6 de Agosto, 240 - Centro",(68) 3542-2316,2000393,"Botrópico, Fonêutrico, Loxoscélico, Escorpiônico","Hospital Epaminondas Jácome, Rua 6 de Agosto, 240 - Centro, Xapuri, ACRE, Brasil","R. Seis de Agosto, 238, Xapuri - AC, 69930-000, Brasil",-10.6502201,-68.5065532,ChIJKQ_tA8LgfpER04c98PinT8Q,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AL_0003,AL,ALAGOAS,Palmeira Dos Índios,UPA Palmeira dos Índios,"R. Bráulio Montenegro, 2311 - Vila Maria",(82) 3421-2309,7481624,"Botrópico, Crotálico, Laquético, Elapídico, Escorpiônico, Fonêutrico, Lonômico, Loxoscélico","UPA Palmeira dos Índios, R. Bráulio Montenegro, 2311 - Vila Maria, Palmeira Dos Índios, ALAGOAS, Brasil","R. Bráulio Montenegro, 2311 - Vila Maria, Palmeira dos Índios - AL, 57607-520, Brasil",-9.4235094,-36.6439294,ChIJq15m-MhfBgcRa0dTuTxOryc,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AL_0004,AL,ALAGOAS,Pão de Açúcar,Unid. Mista Djalma G. dos Anjos,"Rua Padre José Soares Pinto, 850 - Centro",(82) 3624-1128,2719290,"Botrópico, Crotálico, Laquético, Elapídico, Escorpiônico, Fonêutrico, Lonômico, Loxoscélico","Unid. Mista Djalma G. dos Anjos, Rua Padre José Soares Pinto, 850 - Centro, Pão de Açúcar, ALAGOAS, Brasil","Avenida Maestro Manoelito - Av. Manoelito Bezerra Lima, 885 - Centro, Pão de Açúcar - AL, 57400-000, Brasil",-9.7499222,-37.4315452,ChIJ8RF5zRRRDwcRXAh768ywIcM,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AL_0008,AL,ALAGOAS,Maceió,Hospital Escola Dr. Helvio Auto - HEHA,"Rua Cônego Fernando Lyra, no Trapiche da Barra",(82) 3315-6826 e (82) 3315-3244,2720035,"Botrópico, Crotálico, Laquético, Elapídico, Escorpiônico, Fonêutrico, Lonômico, Loxoscélico","Hospital Escola Dr. Helvio Auto - HEHA, Rua Cônego Fernando Lyra, no Trapiche da Barra, Maceió, ALAGOAS, Brasil","R. Cônego Fernando Lyra, s/n - Trapiche da Barra, Maceió - AL, 57017-420, Brasil",-9.6743393,-35.758589,ChIJfdmG9JRPAQcRVhZpDLNix9M,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AL_0009,AL,ALAGOAS,Maceió,UPA 24 horas Dr Ismar Gatto,"Av. Juca Sampaio, 600, Jacintinho",(82) 3023-5682,4156730,Escorpiônico,"UPA 24 horas Dr Ismar Gatto, Av. Juca Sampaio, 600, Jacintinho, Maceió, ALAGOAS, Brasil","Av. Juca Sampaio, 600 - Barro Duro, Maceió - AL, 57040-600, Brasil",-9.6344917,-35.7079324,ChIJWUmCoNpFAQcREiv3mUNGOTQ,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AL_0010,AL,ALAGOAS,Maceió,UPA Galba Novaes,"Av. Maceió, 341 - Tabuleiro do Martins, Maceió - AL, 57061-110",(82) 3315-3504,4156714,Escorpiônico,"UPA Galba Novaes, Av. Maceió, 341 - Tabuleiro do Martins, Maceió - AL, 57061-110, Maceió, ALAGOAS, Brasil","Av. Walter Ananias, S/N - Jaraguá, Maceió - AL, 57022-080, Brasil",-9.6685957,-35.7205606,ChIJX0t-0s9FAQcRKUslXi3OUDc,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AL_0011,AL,ALAGOAS,Coruripe,UPA Coruripe,"Praça Dr. Castro Azevedo, 47 Centro",(82) 99127-1490,7471645,"Botrópico, Crotálico, Laquético, Elapídico, Escorpiônico, Antiaracnídico","UPA Coruripe, Praça Dr. Castro Azevedo, 47 Centro, Coruripe, ALAGOAS, Brasil","Praça Dr. Castro Azevedo, 47 - Centro, Coruripe - AL, 57230-000, Brasil",-10.126842,-36.1758756,ChIJg2GyDIJsBAcRMslsUuxLkWA,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AL_0012,AL,ALAGOAS,Maragogi,UPA Maragogi,"AL-101, 200 - Maragogi, AL, 57955-000",(82) 99305-4192,7916043,"Botrópico, Crotálico, Laquético, Elapídico, Escorpiônico, Antiaracnídico","UPA Maragogi, AL-101, 200 - Maragogi, AL, 57955-000, Maragogi, ALAGOAS, Brasil","AL-101, km 126 - 600 - Centro, Maragogi - AL, 57955-000, Brasil",-9.0200792,-35.2253222,ChIJj3FrUVv1AAcRh0oaHALqWL8,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AL_0013,AL,ALAGOAS,Porto Calvo,Hospital Regional do Norte,"Rua Alto da Forca s/n, Bairro Mangazala, Rodovia AL105 CEP 57900.000.",(82) 98889-9642,7042671,"Botrópico, Crotálico, Laquético, Elapídico, Escorpiônico, Antiaracnídico","Hospital Regional do Norte, Rua Alto da Forca s/n, Bairro Mangazala, Rodovia AL105 CEP 57900.000., Porto Calvo, ALAGOAS, Brasil","R. Clodoaldo da Fonseca, 10, Porto Calvo - AL, 57900-000, Brasil",-9.0523376,-35.3980668,ChIJA8t1kfDtAAcRGhgs99xufec,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AL_0015,AL,ALAGOAS,Viçosa,UPA Viçosa,"R. Juarez Távora, 57 - Viçosa, AL, 57700-000",(82) 9954-1345,7099185,"Botrópico, Crotálico, Laquético, Elapídico, Escorpiônico, Antiaracnídico","UPA Viçosa, R. Juarez Távora, 57 - Viçosa, AL, 57700-000, Viçosa, ALAGOAS, Brasil","R. Juarez Távora, 57 - Viçosa, AL, 57700-000, Brasil",-9.3697732,-36.2416206,ChIJS2x10ozCBgcRFVSbkyjxri8,false,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent
AM_0018,AM,AMAZONAS,Boca do Acre,Unidade Hospitalar de Boca do Acre,"Rua Coronel José Assunção, s/n - Plator do Piquiá",(97) 3451-2157,2012499,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico, Elapídico","Unidade Hospitalar de Boca do Acre, Rua Coronel José Assunção, s/n - Plator do Piquiá, Boca do Acre, AMAZONAS, Brasil","AV MARIO DIOGO DE MELO, S/N - Platô do Piquiá, Boca do Acre - AM, 69850-000, Brasil",-8.7725226,-67.33219919999999,ChIJhxOKs6wLKpIRdNxxVWK6_4s,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AM_0027,AM,AMAZONAS,Eirunepé,Unidade Hospitalar de Eirunepé,"Rua Padre Hosphel, 1181 - Nossa Senhora Aparecida",(97) 3481-1428/3198,2016397,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico, Elapídico","Unidade Hospitalar de Eirunepé, Rua Padre Hosphel, 1181 - Nossa Senhora Aparecida, Eirunepé, AMAZONAS, Brasil","RUA PADRE JOAO HOSPHEL, S/N - NOSSA SENHORA APAREC, Eirunepé - AM, 69880-000, Brasil",-6.657140099999999,-69.8667141,ChIJqTWfOFFNjpERoFkfr3xNCQ8,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AM_0033,AM,AMAZONAS,Iranduba,Hospital Hilda Freire,"Travessa Juruá, s/n - Centro",(92) 3367-2302/2107,2012839,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico, Elapídico","Hospital Hilda Freire, Travessa Juruá, s/n - Centro, Iranduba, AMAZONAS, Brasil","R. Pôr da Lua, 112-298 - Novo Amanhecer, Iranduba - AM, 69405-000, Brasil",-3.2709848,-60.1827568,ChIJcd_vAxT1a5IRW2clPEw3z20,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AM_0038,AM,AMAZONAS,Japurá,3º Pelotão Especial de Fronteira do Exército – PEF (Exército 8º BIS),Comunidade Vila Bitencourt,,,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico, Elapídico","3º Pelotão Especial de Fronteira do Exército – PEF (Exército 8º BIS), Comunidade Vila Bitencourt, Japurá, AMAZONAS, Brasil","HJW9+HP, Japurá - AM, 69495-000, Brasil",-1.4035095,-69.3807178,ChIJ4x_uW2SV-5ERkZNqN8v0UpU,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AM_0039,AM,AMAZONAS,Juruá,Unidade Mista de Juruá,"Rua Samuel Amaral, 13 - Centro",(97) 3427-1109,2708914,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico, Elapídico","Unidade Mista de Juruá, Rua Samuel Amaral, 13 - Centro, Juruá, AMAZONAS, Brasil","R. Samuel Amaral, 13 - CENTRO DE, Juruá - AM, 69520-000, Brasil",-3.4766506,-66.0653164,ChIJrcZKaT6mHpIRmRlNotGQE6I,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AM_0045,AM,AMAZONAS,Manacapuru,Hospital Regional de Manacapuru Lázaro Reis,Estrada Manoel Urbano - KM 83 - São José,(92) 3361-1907,2013258,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico, Elapídico, Lonômico","Hospital Regional de Manacapuru Lázaro Reis, Estrada Manoel Urbano - KM 83 - São José, Manacapuru, AMAZONAS, Brasil","R. Carolina Fernandes, 1019 - São José, Manacapuru - AM, 69400-000, Brasil",-3.2920308,-60.63043209999999,ChIJqz7Y5VJ-a5IRMef2-W3F_SA,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AM_0047,AM,AMAZONAS,Manaus,Fundação de Medicina Tropical,"Avenida Pedro Teixeira, 25 - Dom Pedro I",(92) 2127-3471,2013606,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico, Elapídico, Lonômico, Crotálico","Fundação de Medicina Tropical, Avenida Pedro Teixeira, 25 - Dom Pedro I, Manaus, AMAZONAS, Brasil","Av. Pedro Teixeira, s/n - Dom Pedro, Manaus - AM, 69040-000, Brasil",-3.0865514,-60.03511489999999,ChIJu21PpBYQbJIR7naJkvK2X4w,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AM_0054,AM,AMAZONAS,Nhamundá,Hospital Coronel Pedro Macedo,"Rua Senador Álvaro Maia, 23 - Centro",(92) 3534-7624/7300,2016540,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico, Elapídico","Hospital Coronel Pedro Macedo, Rua Senador Álvaro Maia, 23 - Centro, Nhamundá, AMAZONAS, Brasil","632 - R. Sen. Álvaro Maia, 560, Nhamundá - AM, 69140-000, Brasil",-2.1901952,-56.7123756,ChIJLRPjD2JFY5IR2ttsnMMHzeQ,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AM_0055,AM,AMAZONAS,Nova Olinda do Norte,Hospital Dr. Galo Manuel Ibañez,"Rua 7 de setembro, 364 - Santa Luzia",(92) 3318-1207/1227,2011905,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico, Elapídico","Hospital Dr. Galo Manuel Ibañez, Rua 7 de setembro, 364 - Santa Luzia, Nova Olinda do Norte, AMAZONAS, Brasil","273 - Av. Sete de Setembro, 135 - Santa Luzia, Nova Olinda do Norte - AM, 69230-000, Brasil",-3.8911651,-59.09723649999999,ChIJa3cNE85SaJIRCxAe5a3l0GI,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AM_0059,AM,AMAZONAS,Parintins,Hospital Regional Jofre Matos Cohen,"Rua Herberth Azevedo, 985 - Santa Clara",(92) 3533-4158,3210243,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico, Elapídico, Lonômico","Hospital Regional Jofre Matos Cohen, Rua Herberth Azevedo, 985 - Santa Clara, Parintins, AMAZONAS, Brasil","R. Herbert Azevedo, 985 - Santa Clara, Parintins - AM, 69151-160, Brasil",-2.6220406,-56.7268765,ChIJuT72B9icY5IR0BE5qbMsyCE,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AM_0065,AM,AMAZONAS,Rio Preto da Eva,Hospital Thomé de Medeiros Raposo,"Rua Gov. Angelo do Amaral, s/n - Centro",(92) 3358-1135,2708930,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico, Elapídico","Hospital Thomé de Medeiros Raposo, Rua Gov. Angelo do Amaral, s/n - Centro, Rio Preto da Eva, AMAZONAS, Brasil","160 - R. Gov. Ângelo do Amaral, 96, Rio Preto da Eva - AM, 69117-000, Brasil",-2.6997639,-59.70051969999999,ChIJEwNDuqeHbpIRsjCtejjRU5A,false,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent
AM_0068,AM,AMAZONAS,Santo Antônio do Içá,Unidade Hospitalar Dom Adalberto Marzzin,"Rua Hugo Ribeiro, s/n - Santa Etelvina",(97) 3461-1959/1182,3220966,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico, Elapídico","Unidade Hospitalar Dom Adalberto Marzzin, Rua Hugo Ribeiro, s/n - Santa Etelvina, Santo Antônio do Içá, AMAZONAS, Brasil","R. Sete, 2 - Santa Etelvina, Santo Antônio do Içá - AM, 69680-000, Brasil",-3.0945923,-67.94396189999999,ChIJfz-q0alE9pERx_bHOfcvwLk,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AM_0070,AM,AMAZONAS,São Gabriel da Cachoeira,Hospital de Guarnição de São Gabriel da Cachoeira,"Rua Quitino de Sá Cavalcante, s/n - Dabarú",(97) 3471-1413/1475,4004787,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico, Elapídico","Hospital de Guarnição de São Gabriel da Cachoeira, Rua Quitino de Sá Cavalcante, s/n - Dabarú, São Gabriel da Cachoeira, AMAZONAS, Brasil","RUA QUINTINO DE SA CAVALCANTE, 250 - DABARU, São Gabriel da Cachoeira - AM, 69750-000, Brasil",1.499856,-67.209259,ChIJeQ-UxDmO_Y0RuKP89wV38bU,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AM_0075,AM,AMAZONAS,São Gabriel da Cachoeira,2º Pelotão Especial de Fronteira do Exército (5º BIS),Comunidade Querari,,4004752,"Botrópico, Laquético","2º Pelotão Especial de Fronteira do Exército (5º BIS), Comunidade Querari, São Gabriel da Cachoeira, AMAZONAS, Brasil","São Gabriel da Cachoeira - AM, 69750-000, Brasil",-0.1296579,-67.07045959999999,ChIJw8aLsvINAJIRq_rQGcum71w,true,GEOMETRIC_CENTER,OK,publish_ready,true,high_risk_repair_v1,improved_confidently,manual_review_high_risk,formatted_address ends with non-Brazil country (Colômbia)
AM_0082,AM,AMAZONAS,São Gabriel da Cachoeira,Polo Base Pari-Cachoeira,Rio Tiquie,,9493433,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico","Polo Base Pari-Cachoeira, Rio Tiquie, São Gabriel da Cachoeira, AMAZONAS, Brasil","7635+2X - São Gabriel da Cachoeira, AM, 69750-000, Brasil",0.25256,-69.790047,ChIJdZarSACNAo4Rk5KMPPFtcho,false,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent
AM_0084,AM,AMAZONAS,São Paulo de Olivença,Polo Base Vendaval,Comunidade Vendaval,,6771513,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico","Polo Base Vendaval, Comunidade Vendaval, São Paulo de Olivença, AMAZONAS, Brasil","7HQ3+RM - Santa Rita, São Paulo de Olivença - AM, 69600-000, Brasil",-3.7113745,-69.4471969,ChIJA9ZHEkTF85ERbcnOz96wBLM,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AM_0089,AM,AMAZONAS,Tabatinga,Polo Base Belém do Solimões,Cimunidade de Belém do Solimões,,6992803,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico","Polo Base Belém do Solimões, Cimunidade de Belém do Solimões, Tabatinga, AMAZONAS, Brasil","XF5G+P9, Tabatinga - AM, 69640-000, Brasil",-4.0417302,-69.52469359999999,ChIJNxtaUQCv85ERgLUPvf5pqhY,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AM_0092,AM,AMAZONAS,Tonantins,Hospital Frei Francisco,"Rua Valentina Santos, s/n - Centro",(97) 3464-1222,2012804,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico, Elapídico","Hospital Frei Francisco, Rua Valentina Santos, s/n - Centro, Tonantins, AMAZONAS, Brasil","554, - R. Valentina Santos, 438 - Tonantins, AM, 69685-000, Brasil",-2.8600483,-67.7723019,ChIJmbvJPlC195ERMwoqEQ2RFEw,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AM_0093,AM,AMAZONAS,Uarini,Hospital Regional Francisco Lopes,"Avenida Franco Lopes, s/n - Centro",(97) 3346-1411,2016443,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico, Elapídico","Hospital Regional Francisco Lopes, Avenida Franco Lopes, s/n - Centro, Uarini, AMAZONAS, Brasil","Av. Franco Lopes, 833, Uarini - AM, 69485-000, Brasil",-2.9784721,-65.1615932,ChIJWXSkfkGyG5IRXTkxPOjff_M,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AM_0095,AM,AMAZONAS,Urucurituba,Hospital Silvério Pontes,"Rua Armandinho Fernandes, 15 - Centro",(92) 3524-7137,2016567,"Botrópico, Laquético, Fonêutrico, Loxoscélico, Escorpiônico, Elapídico","Hospital Silvério Pontes, Rua Armandinho Fernandes, 15 - Centro, Urucurituba, AMAZONAS, Brasil","R. Armindo Fernandes, 15 - Aparecida, Urucurituba - AM, 69180-000, Brasil",-3.1331533,-58.1569913,ChIJ4QWWOxLjZZIRvfkyvVvHeHs,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AP_0001,AP,AMAPÁ,Amapá,Unidade Mista de Saúde de Amapá,"Avenida Guarani, 742 - Nova Esperança",,2019701,"Botrópico, Laquético, Crotálico, Aracnídico, Escorpiônico","Unidade Mista de Saúde de Amapá, Avenida Guarani, 742 - Nova Esperança, Amapá, AMAPÁ, Brasil","AP-116, 1172, Amapá - AP, 68950-000, Brasil",2.0385479,-50.79205090000001,ChIJuesbHTaPaI0RDex5DvK5g2I,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AP_0002,AP,AMAPÁ,Calçoene,Unidade Mista de Saúde de Calçoene,"Avenida FAB, 726 - Liberdade",,2019728,"Botrópico, Laquético, Crotálico, Elapídico, Aracnídico Escorpiônico","Unidade Mista de Saúde de Calçoene, Avenida FAB, 726 - Liberdade, Calçoene, AMAPÁ, Brasil","Av. Fab, 726 - Calçoene, AP, 68960-000, Brasil",2.4963563,-50.95090140000001,ChIJCbGAoAwZaY0R-UA5IJJoMP0,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AP_0003,AP,AMAPÁ,Cutias,U.B.S Américo Coelho Pereira,"Avenida Isaias de Jesus Leite, 151 - Centro",,2021021,"Botrópico, Aracnídico, Escorpiônico","U.B.S Américo Coelho Pereira, Avenida Isaias de Jesus Leite, 151 - Centro, Cutias, AMAPÁ, Brasil","Av. Manoel Raimundo Pereira, SN - Centro, Cutias - AP, 68973-000, Brasil",0.9715135999999999,-50.8008037,ChIJjcggBTTTZo0Rcf0TasmbEAA,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AP_0006,AP,AMAPÁ,Laranjal do Jarí,Hospital Estadual de Laranjal do Jarí,"Avenida Tancredo Neves, 2435 - Agreste",(96) 3621-2719,2020076,"Botrópico, Laquético, Crotálico, Elapídico, Aracnídico Escorpiônico, Lonômico","Hospital Estadual de Laranjal do Jarí, Avenida Tancredo Neves, 2435 - Agreste, Laranjal do Jarí, AMAPÁ, Brasil","1860 - Av. Tancredo Neves, 1668, Laranjal do Jari - AP, 68920-000, Brasil",-0.8419918,-52.5210241,ChIJVyiXeE2lnJIRYHHp6f1KqY8,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
AP_0007,AP,AMAPÁ,Macapá,Hospital de Emergência Oswaldo Cruz,"Rua Hamilton Silva, 139 - Central",,2020653,"Botrópico, Laquético, Crotálico, Elapídico, Aracnídico Escorpiônico, Lonômico","Hospital de Emergência Oswaldo Cruz, Rua Hamilton Silva, 139 - Central, Macapá, AMAPÁ, Brasil","R. Hamilton Silva, 139 - Central, Macapá - AP, 68902-010, Brasil",0.0346772,-51.0647131,ChIJwbcGaiXhYY0RRk295igUT1k,false,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent
AP_0008,AP,AMAPÁ,Macapá,UPA Zona Norte,"Rua: Francisco Alves Corrêa, 1527 - Novo Horizonte",,770916,"Botrópico, Crotálico, Elapídico, Escorpiônico, Lonômico","UPA Zona Norte, Rua: Francisco Alves Corrêa, 1527 - Novo Horizonte, Macapá, AMAPÁ, Brasil","Av. Francisco Alves Corrêa, 1527 - Novo Horizonte, Macapá - AP, 68909-021, Brasil",0.0975163,-51.04675810000001,ChIJOwsjIrHnYY0RhuQqN6J7H3c,true,ROOFTOP,OK,publish_ready,false,,,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated
